id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C340,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,423,标签/状态,第一次对手戏,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C341,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,423,标签/状态,围绕真实知乎问题「{question.title}」开始对话,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C342,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,424,标签/状态,现在,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C343,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,429,标题,共同气味,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C344,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,433,标题,最大的差异,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C345,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,438,说明正文,不是越像越好；能围绕同一问题继续说下一句，才是这段关系真正有价值的地方。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C346,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,442,标题,最新一幕,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C347,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,445,其他固定 UI 文案,最近一次真实问题对手戏,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C348,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,451,其他固定 UI 文案,看最新一幕 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C349,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,455,CTA/导航,回到遇见,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C350,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,464,说明正文,今天，谢邀喵正在知乎闻新的问题。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C351,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,465,说明正文,"刚刚闻到：{compact(question.title, 42)}",解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C352,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,515,其他固定 UI 文案,主兴趣目前稳定在「${primaryInterest}」,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C353,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,516,其他固定 UI 文案,"公开创作 ${counts?.contents ?? 0} 条，表达节奏偏${composition.writingLength === ""long"" ? ""长答"" : composition.writingLength === ""short"" ? ""短句"" : ""中等篇幅""}",页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C354,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,517,其他固定 UI 文案,公开收藏 ${counts?.collections ?? 0} 条、收藏夹 ${counts?.favlists ?? 0} 个，收藏倾向 ${composition.hoardingLevel}%,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C355,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,519,其他固定 UI 文案,正在整理你的知乎成分。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C356,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,519,其他固定 UI 文案,人格档案会随着公开行为继续变化。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C357,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,519,其他固定 UI 文案,旅途与关系会逐步留下新的痕迹。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C358,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,526,标签/状态,它的故事，,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C359,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,527,标签/状态,也是,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C360,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,527,标签/状态,你的,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C361,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,527,标签/状态,另一种履历。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C362,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,529,说明正文,这里收着它从你的知乎成分里长出来的性格、兴趣和关系痕迹。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C363,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,533,标签/状态,当前人格 · CURRENT PERSONA,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C364,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,543,其他固定 UI 文案,调整名字与外观,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C365,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,548,无障碍/图像说明,移动端图鉴索引,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C366,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,550,标签/状态,最近变化,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C367,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,556,标签/状态,称号,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C368,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,557,说明正文,>{counts ? `${counts.contents} 条公开创作 · ${counts.followees} 个关注 · ${counts.collections} 条近期收藏` :,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C369,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,560,标签/状态,正在翻页…,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C370,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,560,标签/状态,${journeyCount} 趟 · ${questionTicketCount} 张问题票,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C371,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,560,标签/状态,旅途收藏,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C372,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,565,标签/状态,随便逛,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C373,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,567,其他固定 UI 文案,看知乎原问题 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C374,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,567,其他固定 UI 文案,这趟留下了一页旅行记录,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C375,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,569,说明正文,等它第一次真正回家，这里会出现第一张旅行页。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C376,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,572,CTA/导航,><b>关系图鉴</b><span>{production ?,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C377,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,572,CTA/导航,${DEMO_FIXTURE.atlas.relationships.length} 个关系 · 去看看它遇见了谁,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C378,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,572,CTA/导航,关系图鉴,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C379,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,574,标签/状态,人格历史,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C380,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,575,说明正文,知乎成分「{primaryInterest}」正在把它推向「{title}」。人格会随之后的旅途继续变化。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C381,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,581,标题,><h2>最近变化</h2><span>{snapshot?.mode ===,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C382,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,581,标题,当前知乎成分,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C383,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,581,标题,备用成分,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C384,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,581,标题,最近变化,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C385,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,587,标题,旅途收藏,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C386,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,589,标签/状态,真实旅途,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C387,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,590,标签/状态,问题票根,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C388,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,591,标签/状态,关系票根,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C389,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,592,标签/状态,新认识,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C390,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,595,标签/状态,最近一趟,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C391,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,595,标签/状态,旅行册,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C392,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,595,标签/状态,第一趟回来后，这里会留下真实收藏。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C393,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,602,标题,><h2>关系图鉴</h2><a href=,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C394,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,602,标题,关系图鉴,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C395,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,602,标题,查看全部 →,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C396,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,605,其他固定 UI 文案,真实关系从 Shared Encounter 开始。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C397,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,606,说明正文,不会用预置 NPC 填满这里。等你的猫真正遇见另一只 Persona，这张纸才会留下名字。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C398,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,607,其他固定 UI 文案,去遇见页看看 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C399,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,621,标题,人格轨迹,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C400,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,623,标签/状态,知乎成分,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C401,/explore + /encounter + /journey/[journeyId] + /relationship/[relationshipId] + /atlas + landing signal,共享组件,src/features/demo/live/daily-live-client.tsx,627,标签/状态,当前,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C402,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,16,其他固定 UI 文案,生成中,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C403,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,48,错误/反馈,读取 Shared Encounter 失败,解释失败、等待或保存结果，避免用户误判状态。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C404,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,53,错误/反馈,读取 Shared Encounter 失败,解释失败、等待或保存结果，避免用户误判状态。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C405,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,73,无障碍/图像说明,真实 Shared Encounter,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C406,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,74,无障碍/图像说明,遇见侧栏,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C407,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,75,标签/状态,首页,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C408,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,76,标签/状态,探索,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C409,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,77,标签/状态,遇见,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C410,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,77,标签/状态,关系簿,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C411,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,78,标签/状态,档案,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C412,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,81,无障碍/图像说明,观众席里的谢邀喵剪影,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C413,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,89,标签/状态,最近，,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C414,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,90,标签/状态,它,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C415,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,90,标签/状态,遇见,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C416,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,90,标签/状态,了,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C417,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,91,标签/状态,一个有趣的灵魂。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C418,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,91,标签/状态,一张空椅子。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C419,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,93,说明正文,不同的问题，让不同的灵魂在这里相遇。每一次对话，都会留下同一段真实历史。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C420,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,93,说明正文,这里不塞预置 NPC。第二个真实 Persona 出现后，第一场相遇才会真正开演。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C421,/encounter (production Shared Encounter),共享组件,src/features/demo/live/shared-encounter-client.tsx,96,其他固定 UI 文案,正在翻共同历史……,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
